DATE,THREEFF7
2024-04-17,4.5650
2024-04-18,4.5989
2024-04-19,4.5887
2024-04-22,4.5851
2024-04-23,4.5723
2024-04-24,4.6118
2024-04-25,4.6675
2024-04-26,4.6520
2024-04-29,4.6084
2024-04-30,4.6353
2024-05-01,4.5846
2024-05-02,4.5394
2024-05-03,4.4787
2024-05-06,4.4582
2024-05-07,4.4330
2024-05-08,4.4508
2024-05-09,4.4329
2024-05-10,4.4620
2024-05-13,4.4542
2024-05-14,4.4265
2024-05-15,4.3480
2024-05-16,4.3573
2024-05-17,4.3768
2024-05-20,4.3919
2024-05-21,4.3703
